,page,country,rev_id,prediction,Geography,Population mid-2018 (millions)
31767,Carlos Humberto Romero,Salvadoran,794988963,Start,,
31775,Pavel Bém,Czech Republic,794995687,Start,,
31784,Kamal Nasser,Palestinian Territory,795004000,Start,,
31829,List of Bailiffs of Jersey,Jersey,795069319,Start,,
31840,"List of MPs elected in the Czech legislative election, 2013",Czech Republic,795098385,C,,
31864,Elias Camsek Chin,Palauan,795139723,Start,,
31942,Joseph Chatoyer,Saint Vincent and the Grenadines,795283194,Start,,
31988,Louis Straker,Saint Vincent and the Grenadines,795343481,Start,,
31992,Andrew Skeen (Rhodesia),Rhodesian,795348776,Stub,,
32006,Hugh Beadle,Rhodesian,795369277,FA,,
32013,Vít Bárta,Czech Republic,795377941,Stub,,
32077,Hugh Marshall Hole,Rhodesian,795483112,Start,,
32191,Cheong Yang-seog,South Korean,795546187,Stub,,
32192,Chin Young,South Korean,795546191,Start,,
32197,Kim Kwan-yong,South Korean,795546228,Start,,
32198,Lee Hahn-koo,South Korean,795546245,Stub,,
32199,Lee Jung-hyun (politician),South Korean,795546256,Stub,,
32217,Ana María,Salvadoran,795573859,Start,,
32252,"Sir George Yonge, 5th Baronet",Cape Colony,795625420,C,,
32255,Afega Gaualofa,Tokelauan,795631781,Stub,,
32256,Siopili Perez,Tokelauan,795633170,Stub,,
32267,Current members of Palestinian Legislative Council,Palestinian Territory,795648388,Start,,
32268,Victoria Treadell,Pitcairn Islands,795649021,Start,,
32279,President of South Ossetia,South Ossetian,795669553,Start,,
32281,John Le Couteur,Jersey,795676915,C,,
32342,César Ham,Hondura,795765167,Stub,,
32373,Karl Kautsky,Czech Republic,795807571,C,,
32374,Karl von Czyhlarz,Czech Republic,795809115,Stub,,
32604,Robert Llewellyn Bradshaw,Saint Kitts and Nevis,796076948,C,,
32618,Jim Perchard,Jersey,796095584,Start,,
32620,Freddy Matungulu,"Congo, Dem. Rep. of",796099032,C,,
32632,Fathi Hamad,Palestinian Territory,796124047,Start,,
32640,Arturo Armando Molina,Salvadoran,796131598,Stub,,
32661,Pauli Ellefsen,Faroese,796170338,Start,,
32662,Bryan Ian Le Marquand,Jersey,796170389,Start,,
32663,Rasmus Rasmussen (writer),Faroese,796170437,C,,
32673,Mario Fernando Hernández,Hondura,796180350,Start,,
32688,Charles Richard Parkin Christian,Pitcairn Islands,796203049,Stub,,
32689,Warren Clive Christian,Pitcairn Islands,796203180,Stub,,
32690,Jay Warren,Pitcairn Islands,796203252,Start,,
32732,Václav Fresl,Czech Republic,796253432,Stub,,
32734,Dzeliwe of Swaziland,Swaziland,796256782,Start,,
32761,Eduardo Gauggel Rivas,Hondura,796291215,Stub,,
32782,Ale Vena Ale,Samoan,796309750,Stub,,
32813,Christoffel Brand,Cape Colony,796352977,C,,
32837,Keneti Sio,Samoan,796377891,Stub,,
32867,Josef Václav Frič,Czech Republic,796403608,Start,,
32991,Robert Alston,Pitcairn Islands,796592041,Stub,,
32995,Bernard Martínez Valerio,Hondura,796597000,Start,,
33035,Felicito Ávila,Hondura,796635107,Stub,,
33046,Henry Barkly,Cape Colony,796646347,C,,
33102,Musa Alami,Palestinian Territory,796697881,C,,
33113,Patricia Rodas,Hondura,796709335,Start,,
33129,Roque Rodrigues,East Timorese,796722416,Stub,,
33165,Togia Sioneholo,Niuean,796747380,Stub,,
33166,Tomáš Zdechovský,Czech Republic,796749458,C,,
33169,Andrea Češková,Czech Republic,796751775,Stub,,
33171,Dana Kuchtová,Czech Republic,796752629,Stub,,
33208,Rudolf Margolius,Czech Republic,796825099,C,,
33273,Avelino Coelho da Silva,East Timorese,796886084,Stub,,
33295,Sagid Murtazaliev,Dagestani,796896055,Start,,
33318,Palestinian Declaration of Independence,Palestinian Territory,796911861,C,,
33324,Ahmad Kurd,Palestinian Territory,796924085,Stub,,
33353,Alla Dzhioyeva,Ossetian,796950389,C,,
33367,Amin al-Majaj,Palestinian Territory,796961464,Start,,
33418,Aziz Duwaik,Palestinian Territory,797021613,C,,
33431,Lord Charles Somerset,Cape Colony,797029963,Start,,
33451,Manuel Tilman,East Timorese,797040695,Stub,,
33462,Simeon Daniel,Saint Kitts and Nevis,797053483,Start,,
33513,Ahmed Yassin,Palestinian Territory,797122322,GA,,
33530,Carlos Eugenio Vides Casanova,Salvadoran,797151261,C,,
33547,Charles Blé Goudé,Ivorian,797168824,C,,
33577,Akhmed Zakayev,Chechen,797214106,B,,
33595,Butterworth Stavely,Pitcairn Islands,797221428,Start,,
33643,Sheikh Mansur,Chechen,797258871,Start,,
33659,Isabel da Costa Ferreira,East Timorese,797279277,B,,
33679,John Henry (Cook Islands politician),Cook Island,797303432,Stub,,
33680,Geoffrey Henry,Cook Island,797303508,Start,,
33681,Albert Henry (politician),Cook Island,797303536,C,,
33697,Roy Welensky,Rhodesian,797314307,FA,,
33730,Emmanuel Dungia,"Congo, Dem. Rep. of",797348410,C,,
33748,Carlos Humberto Reyes,Hondura,797385790,Start,,
33771,Abel Muzorewa,Rhodesian,797407618,C,,
33796,Munga Mibindo,"Congo, Dem. Rep. of",797435100,Stub,,
33799,Emília Pires,East Timorese,797438594,C,,
33804,Eric Lenge,"Congo, Dem. Rep. of",797446004,Start,,
33810,Peter Mohr Dam,Faroese,797450160,Stub,,
33847,Knút Wang,Faroese,797493287,Start,,
33849,Sjúrður Skaale,Faroese,797493405,C,,
33854,Ben Nsibandze,Swaziland,797494822,Stub,,
33864,Carlos López Contreras,Hondura,797499354,Stub,,
33896,František Ladislav Rieger,Czech Republic,797539957,B,,
33901,Signatories of Rhodesia's Unilateral Declaration of Independence,Rhodesian,797546082,Start,,
34039,Sadia Argueta,Hondura,797677168,Stub,,
34049,Margarita Dabdoub Sikaffi,Hondura,797684912,Start,,
34058,Andrew Green (Jersey politician),Jersey,797693636,Stub,,
34106,Benjamin D'Urban,Cape Colony,797735815,C,,
34107,Sékou Sanogo,Ivorian,797736207,Stub,,
34111,Paul Antoine Bohoun Bouabré,Ivorian,797737768,Start,,
34119,Geraint Jennings,Jersey,797746493,Start,,
34133,Premier of Niue,Niuean,797757076,Start,,
34138,List of Prime Ministers of Saint Kitts and Nevis,Saint Kitts and Nevis,797760842,Start,,
34139,List of Prime Ministers of Saint Lucia,Saint Lucian,797760898,Start,,
34140,List of Prime Ministers of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,797760926,Start,,
34141,Prime Minister of Samoa,Samoan,797760961,C,,
34185,Yusuf bin Alawi bin Abdullah,Omani,797805284,Start,,
34188,Kim Chong-hoh,South Korean,797806095,Stub,,
34189,Hanan Ashrawi,Palestinian Territory,797806716,C,,
34212,Prime Minister of South Ossetia,South Ossetian,797825875,Start,,
34223,Petr Mach,Czech Republic,797842545,Start,,
34251,Akiko Sugiyama,Palauan,797884160,Stub,,
34271,List of Prime Ministers of Swaziland,Swaziland,797904256,Start,,
34280,Allan Louisy,Saint Lucian,797914672,Start,,
34281,Allen Montgomery Lewis,Saint Lucian,797914793,Start,,
34312,Samira bint Mohamed Al-Moosa,Omani,797947292,Stub,,
34325,Boswell Williams,Saint Lucian,797970479,Stub,,
34333,John Charles Molteno,Cape Colony,797978795,C,,
34427,Cause of Yasser Arafat's death,Palestinian Territory,798100387,B,,
34473,George Charles,Saint Lucian,798164824,Start,,
34477,"George Macartney, 1st Earl Macartney",Cape Colony,798165649,C,,
34478,George Mallet,Saint Lucian,798165675,C,,
34482,Tupua Tamasese Lealofi IV,Samoan,798166885,Stub,,
34483,Tofilau Eti Alesana,Samoan,798166951,Start,,
34494,Guy-Patrice Lumumba,"Congo, Dem. Rep. of",798185563,Stub,,
34530,Xanana Gusmão,East Timorese,798242613,C,,
34532,Ian Gorst,Jersey,798244483,Start,,
34550,Kassim Al-Rimawi,Palestinian Territory,798262559,Start,,
34556,"Government House, Montserrat",Montserratian,798265888,Start,,
34568,Ibrahim Abu-Lughod,Palestinian Territory,798282902,C,,
34583,Chung Ho-yong,South Korean,798295710,Stub,,
34589,Miguel Álvarez Castro,Salvadoran,798306895,Stub,,
34595,Daniel de Lisle Brock,Guernsey,798315235,C,,
34605,Islah Jad,Palestinian Territory,798331360,Start,,
34609,José Luís Guterres,East Timorese,798334210,Start,,
34677,William Porter (Attorney General),Cape Colony,798383131,C,,
34678,Jack Howman,Rhodesian,798384751,Stub,,
34682,José Tomás Ponce,Hondura,798394355,Stub,,
34691,Mary Elizabeth Flores,Hondura,798401950,Start,,
34744,Barnabas Sibusiso Dlamini,Swaziland,798454144,Start,,
34747,Joseph Kabila,"Congo, Dem. Rep. of",798455633,GA,,
34752,José Cecilio del Valle,Hondura,798460200,C,,
34754,José Guillermo García,Salvadoran,798460321,Start,,
34766,Julian Hunte,Saint Lucian,798468800,Start,,
34809,Kavidi Wivine N'Landu,"Congo, Dem. Rep. of",798489264,Stub,,
34818,Jaroslava Moserová,Czech Republic,798490261,Start,,
34836,Ethel Tawse Jollie,Rhodesian,798492985,Start,,
34841,Aiono Fanaafi Le Tagaloa,Samoan,798494387,Start,,
34928,Ali Mitayev,Chechen,798580067,Start,,
34977,Lee Jae-myung,South Korean,798611948,Stub,,
35034,Efrem Eshba,Abkhazia,798644673,Stub,,
35037,Vávra Suk,Czech Republic,798648973,Stub,,
35059,Vojtěch Náprstek,Czech Republic,798686948,C,,
35066,Dahir Riyale Kahin,Somaliland,798692052,Start,,
35074,Lubomír Štrougal,Czech Republic,798705619,Start,,
35087,Issam Sartawi,Palestinian Territory,798732432,C,,
35104,David Tennant (politician),Cape Colony,798742813,C,,
35123,Kennedy Simmonds,Saint Kitts and Nevis,798766032,Stub,,
35141,Jan Krejčí,Czech Republic,798796793,B,,
35151,Le Tagaloa Pita,Samoan,798807561,Start,,
35191,Jeannot Bemba Saolona,"Congo, Dem. Rep. of",798859637,Stub,,
35198,Ebenezer Joshua,Saint Vincent and the Grenadines,798864996,Start,,
35258,Marisol Argueta de Barillas,Salvadoran,798896224,Start,,
35275,Marwan Barghouti,Palestinian Territory,798913975,GA,,
35328,Radek John,Czech Republic,798944631,Stub,,
35331,Medard Mulangala,"Congo, Dem. Rep. of",798948484,C,,
35347,Arsénio Bano,East Timorese,798969127,Stub,,
35415,Mohammad Shtayyeh,Palestinian Territory,799023109,C,,
35419,Mohammed Dahlan,Palestinian Territory,799023535,C,,
35434,Morella Joseph,Saint Lucian,799034545,Stub,,
35454,Mpinga Kasenda,"Congo, Dem. Rep. of",799044574,Stub,,
35471,Nino Konis Santana,East Timorese,799059687,Stub,,
35474,Léon Konan Koffi,Ivorian,799061508,Stub,,
35488,Nabil Shaath,Palestinian Territory,799072017,Start,,
35504,Lee Nak-hoon,South Korean,799083872,C,,
35595,Nabeel Kassis,Palestinian Territory,799209138,Start,,
35598,David Payton,Tokelauan,799209983,Stub,,
35609,David Romero Ellner,Hondura,799220342,Start,,
35705,Norma Haydee Calderón,Hondura,799300330,Stub,,
35709,Jan Jesenius,Czech Republic,799301686,Start,,
35721,Donaldson Romeo,Montserratian,799317293,Start,,
35731,Fernand Kazadi,"Congo, Dem. Rep. of",799328311,Start,,
35733,Antoine-Roger Bolamba,"Congo, Dem. Rep. of",799328685,Stub,,
35740,Odette Babandoa Etoa,"Congo, Dem. Rep. of",799331221,Start,,
35743,Alan David Butler,Rhodesian,799332728,Start,,
35748,Leonid Tibilov,South Ossetian,799335775,Start,,
35751,Timothy Harris,Saint Kitts and Nevis,799339256,Start,,
35754,Olman Danery Maldonado,Hondura,799341541,Stub,,
35783,Andries Stockenström,Cape Colony,799373837,B,,
35897,"Sir Harry Smith, 1st Baronet",Cape Colony,799472552,C,,
35908,Paul Yao N'Dré,Ivorian,799484902,C,,
35946,George Carteret,Jersey,799514955,C,,
35972,Monique Mukuna Mutombo,"Congo, Dem. Rep. of",799533831,Start,,
35988,Moosa AbdulRahman Hassan,Omani,799540696,C,,
36005,Jack William Pithey,Rhodesian,799548505,Start,,
36006,President of Rhodesia,Rhodesian,799548556,C,,
36009,Gerard Bromley Robert Christian,Pitcairn Islands,799551777,Stub,,
36010,Ivan Christian,Pitcairn Islands,799551778,Stub,,
36011,Pervis Ferris Young,Pitcairn Islands,799551779,Stub,,
36012,Thursday October Christian II,Pitcairn Islands,799551780,Start,,
36013,Brenda Christian,Pitcairn Islands,799551784,Start,,
36050,President of East Timor,East Timorese,799570306,Start,,
36091,Denis Walker,Rhodesian,799608339,C,,
36099,Garri Aiba,Abkhazia,799618550,Start,,
36226,Jim Marurai,Cook Island,799769949,C,,
36276,Mahmoud al-Mabhouh,Palestinian Territory,799802471,GA,,
36307,Pearlette Louisy,Saint Lucian,799842307,C,,
36319,Qadura Fares,Palestinian Territory,799858795,Stub,,
36330,Daniel Kablan Duncan,Ivorian,799873303,Start,,
36380,Ekila Liyonda,"Congo, Dem. Rep. of",799913697,Start,,
36387,René Emilio Ponce,Salvadoran,799918049,Stub,,
36408,Augustin Matata Ponyo,"Congo, Dem. Rep. of",799930121,Start,,
36411,Ouboutou Tegremante,Saint Kitts and Nevis,799930780,Stub,,
36426,Yoo Il-ho,South Korean,799945764,Stub,,
36543,Leila Khaled,Palestinian Territory,800067783,C,,
36558,Nkulu Mitumba Kilombo,"Congo, Dem. Rep. of",800087105,Stub,,
36590,Augustin Thiam,Ivorian,800116906,Start,,
36614,Shawn Christian (mayor),Pitcairn Islands,800137512,Start,,
36658,Charles Henry Darling,Cape Colony,800159179,Start,,
36674,Silvia Ayala,Hondura,800166969,Stub,,
36676,Simone Gbagbo,Ivorian,800169882,C,,
36785,James Fitz-Allen Mitchell,Saint Vincent and the Grenadines,800257111,Start,,
36787,Park Young-sun,South Korean,800258105,C,,
36792,Muhammad Nimr al-Hawari,Palestinian Territory,800264686,C,,
36800,Wadie Haddad,Palestinian Territory,800268417,Start,,
36948,Laurent Nkunda,"Congo, Dem. Rep. of",800298783,C,,
37056,James Cowden,Rhodesian,800407772,Stub,,
37063,Herbert Chitepo,Rhodesian,800416336,C,,
37148,Guillermo Ungo,Salvadoran,800478736,Stub,,
37151,Thomas Nangle,Rhodesian,800479460,Start,,
37164,"Statue of Paul Kruger, Church Square",South African Republic,800488968,Start,,
37185,Christophe Gbenye,"Congo, Dem. Rep. of",800537411,Start,,
37192,Josef Ježek,Czech Republic,800555146,Start,,
37268,Ricardo Álvarez Arias,Hondura,800643446,Stub,,
37273,Sotsha Dlamini,Swaziland,800650407,Stub,,
37301,Munib al-Masri,Palestinian Territory,800663648,C,,
37325,Stanislaus A. James,Saint Lucian,800680583,Start,,
37341,Stephenson King,Saint Lucian,800696547,C,,
37356,Stuart Syvret,Jersey,800714278,GA,,
37362,Suha Arafat,Palestinian Territory,800718761,C,,
37375,Høgni Hoydal,Faroese,800723683,Start,,
37410,Taba Summit,Palestinian Territory,800748567,C,,
37416,Henriette Diabaté,Ivorian,800750399,Start,,
37421,Jana Bobošíková,Czech Republic,800754664,Start,,
37431,John Paterson (Cape politician),Cape Colony,800767317,C,,
37538,Inga Rhonda King,Saint Vincent and the Grenadines,800881284,Start,,
37540,Franz Anton von Kolowrat-Liebsteinsky,Czech Republic,800883412,Start,,
37563,Kwon Young-ghil,South Korean,800896932,Start,,
37564,In Jae-keun,South Korean,800896981,Stub,,
37589,Viktor Dyk,Czech Republic,800925236,C,,
37590,Alois Jirásek,Czech Republic,800925518,C,,
37609,Sari Nusseibeh,Palestinian Territory,800949001,C,,
37657,Timothy Stamps,Rhodesian,800986051,C,,
37698,Turpal-Ali Atgeriyev,Chechen,801036587,Start,,
37718,Aveau Niko Palamo,Samoan,801057378,Stub,,
37732,Edmund Estephane,Saint Lucian,801070713,Stub,,
37745,Eduard Kokoity,South Ossetian,801087048,C,,
37761,Vaughan Lewis,Saint Lucian,801096569,Start,,
37769,Education Minister of the Palestinian National Authority,Palestinian Territory,801102332,Start,,
37779,Minister of Defence (Democratic Republic of the Congo),"Congo, Dem. Rep. of",801107444,Start,,
37787,Moïse Tshombe,"Congo, Dem. Rep. of",801110165,C,,
37789,Godefroid Munongo,"Congo, Dem. Rep. of",801112469,Start,,
37833,Mark Gosche,Samoan,801142102,Start,,
37861,Edward Trevor (Jersey),Jersey,801172575,Start,,
37865,Premier of Montserrat,Montserratian,801175821,Start,,
37866,Lauaki Namulauulu Mamoe,Samoan,801175876,C,,
37867,List of rulers of the Pitcairn Islands,Pitcairn Islands,801175970,Start,,
37877,Tufuga Efi,Samoan,801182300,C,,
37881,Salamasina,Samoan,801186581,Start,,
37893,Efraín Bu Girón,Hondura,801194944,Stub,,
37914,Tupua Tamasese Meaʻole,Samoan,801213484,Start,,
37917,Yaqub al-Ghusayn,Palestinian Territory,801214518,Start,,
38049,Winston Cenac,Saint Lucian,801276622,Stub,,
38058,Félix Houphouët-Boigny,Ivorian,801282263,B,,
38062,Philip Ozouf Jr,Jersey,801284949,C,,
38065,Governor-General of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,801288101,Stub,,
38083,Khaled Mashal,Palestinian Territory,801299475,B,,
38121,Emile Capgras,Martinique,801319110,Stub,,
38168,Ziad Abu Ein,Palestinian Territory,801335922,C,,
38192,Thomas Kanza,"Congo, Dem. Rep. of",801348128,GA,,
38193,John X. Merriman,Cape Colony,801351302,C,,
38209,Abdullah Al Saidi,Omani,801364408,Stub,,
38227,Head of Government of Tokelau,Tokelauan,801375710,Start,,
38282,Walter Antonio Chávez,Hondura,801414837,Stub,,
38286,Mpilo Walter Benson Rubusana,Cape Colony,801417570,C,,
38411,Elvia Josefina Amador,Hondura,801499755,Stub,,
38426,Zuhdi Labib Terzi,Palestinian Territory,801507800,Start,,
38503,Dmitry Sanakoyev,South Ossetian,801560549,Start,,
38507,Emma Hippolyte,Saint Lucian,801563305,Stub,,
38511,Emma Kruse Va'ai,Samoan,801564093,Start,,
38516,Tuilaepa Aiono Sailele Malielegaoi,Samoan,801570141,C,,
38548,Túpac Amaru,Incan,801587917,C,,
38595,Falima Teao,Tokelauan,801630990,Stub,,
38612,Kristina Háfoss,Faroese,801638146,Start,,
38679,Sam Levy,Rhodesian,801716406,Start,,
38681,Humphrey Gibbs,Rhodesian,801718040,C,,
38721,Tupua Tamasese,Samoan,801746626,Start,,
38732,Joseph Okito,"Congo, Dem. Rep. of",801770255,Start,,
38743,P. K. van der Byl,Rhodesian,801795215,FA,,
38809,Henry Hugh Clifford,Cape Colony,801856640,C,,
38821,Raghib al-Nashashibi,Palestinian Territory,801867039,Start,,
38831,Clifford Dupont,Rhodesian,801876681,C,,
38832,Krugersdorp,South African Republic,801877418,C,,
38900,James Tennant Molteno,Cape Colony,801935094,C,,
38905,President of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",801936063,C,,
38916,"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",Czech Republic,801939668,Start,,
38922,Tupua Tamasese Lealofi III,Samoan,801944573,Start,,
38937,Alexis Thambwe Mwamba,"Congo, Dem. Rep. of",801968131,Start,,
38948,Adriana Krnáčová,Czech Republic,801972898,Start,,
38982,Marlon Tábora Muñoz,Hondura,802009929,C,,
38984,Olaf Frederick Nelson,Samoan,802011301,Start,,
38987,Ondřej Liška,Czech Republic,802013967,Stub,,
39001,Zhiuli Shartava,Abkhazia,802029007,Start,,
39017,List of heads of government of Ivory Coast,Ivorian,802048749,Start,,
39026,Marcel Chládek,Czech Republic,802054500,Stub,,
39027,Miroslava Kopicová,Czech Republic,802055280,Stub,,
39028,Milan Chovanec,Czech Republic,802060218,Stub,,
39029,František Bublan,Czech Republic,802060471,Stub,,
39034,Jiří Dienstbier Jr.,Czech Republic,802069244,C,,
39041,Estanislau da Silva,East Timorese,802072802,Start,,
39044,Antonio Saca,Salvadoran,802075785,C,,
39051,Jamila Abdallah Taha al-Shanti,Palestinian Territory,802082257,Stub,,
39117,Labotsibeni Mdluli,Swaziland,802149787,C,,
39121,Lance Smith (politician),Rhodesian,802151785,GA,,
39123,Alphonse Songolo,"Congo, Dem. Rep. of",802154801,C,,
39157,List of heads of state of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",802197658,Start,,
39169,Va'aletoa Sualauvi II,Samoan,802218035,Start,,
39206,Eustace John,Saint Kitts and Nevis,802273418,Stub,,
39229,Jibril Rajoub,Palestinian Territory,802302873,C,,
39254,Said bin Taimur,Omani,802317488,C,,
39293,Táňa Fischerová,Czech Republic,802360196,C,,
39298,Václav Jehlička,Czech Republic,802365998,Stub,,
39305,Michel Amani N'Guessan,Ivorian,802374350,Stub,,
39336,Richard Weston (treasurer),Guernsey,802409654,C,,
39337,Jules Mutebusi,"Congo, Dem. Rep. of",802411491,Start,,
39350,Viliam Široký,Czech Republic,802416926,Stub,,
39374,Abdelrahman al-Dajani,Palestinian Territory,802436402,Stub,,
39376,Ahmad Agha Duzdar,Palestinian Territory,802436510,Stub,,
39381,Musa al-Alami (mayor of Jerusalem),Palestinian Territory,802436655,Stub,,
39419,Hussam ad-Din Jarallah,Palestinian Territory,802438226,Start,,
39473,As'ad Shukeiri,Palestinian Territory,802444446,Stub,,
39552,Sirið Stenberg,Faroese,802476681,Start,,
39563,Eyad al-Sarraj,Palestinian Territory,802495061,Start,,
39580,Eyðgunn Samuelsen,Faroese,802515495,Stub,,
39605,Miroslav Lidinský,Czech Republic,802531379,C,,
39608,Peter Crill,Jersey,802532217,C,,
39663,Abdel Aziz al-Rantisi,Palestinian Territory,802598153,C,,
39749,Alexandre de Beauharnais,Martinique,802657786,Start,,
39755,Akhmad Kadyrov,Chechen,802665757,C,,
39849,Kang Kum-sil,South Korean,802728876,Stub,,
39896,José Ramos-Horta,East Timorese,802765398,C,,
39960,Petr Cibulka,Czech Republic,802834939,Start,,
39964,Fatima Bernawi,Palestinian Territory,802835604,Start,,
39987,Faumuina Tiatia Liuga,Samoan,802850235,Start,,
40025,Anna Šabatová,Czech Republic,802875800,Stub,,
40029,Vadim Brovtsev,South Ossetian,802882186,C,,
40037,Jeanne Gervais,Ivorian,802893546,Stub,,
40038,Gladys Anoma,Ivorian,802893568,Stub,,
40042,Bernard Binlin Dadié,Ivorian,802904214,error,,
40046,"John Carteret, 2nd Earl Granville",Jersey,802912550,C,,
40071,Edva Jacobsen,Faroese,802925425,Stub,,
40076,Desmond Lardner-Burke,Rhodesian,802930161,C,,
40101,Hugo Lindo,Salvadoran,802944082,Start,,
40106,Dzhokhar Dudayev,Chechen,802950350,C,,
40108,Marco Aurelio Soto,Hondura,802955117,Start,,
40112,Park Yong-ok,South Korean,802955917,Stub,,
40122,Ahmad Sa'adat,Palestinian Territory,802968215,C,,
40154,Yuri Voronov,Abkhazia,803018106,Stub,,
40180,Fernando de Araújo (East Timorese politician),East Timorese,803043434,Start,,
40275,Aksel V. Johannesen,Faroese,803145744,Start,,
40307,Ilyas Akhmadov,Chechen,803177211,Start,,
40308,Leander Starr Jameson,Cape Colony,803177433,C,,
40359,Salah Shehade,Palestinian Territory,803242304,C,,
40401,Henry Bartle Frere,Cape Colony,803288472,B,,
40417,"Hercules Robinson, 1st Baron Rosmead",Cape Colony,803303116,C,,
40444,Adolph Aloys von Braun,Czech Republic,803332354,C,,
40447,Pierre Mulele,"Congo, Dem. Rep. of",803335436,C,,
40488,Jeon Hye-sook,South Korean,803383030,Stub,,
40493,Toke Talagi,Niuean,803392432,C,,
40517,Darius J. Pearce,Jersey,803416400,C,,
40529,Kasongo Munganga,"Congo, Dem. Rep. of",803421580,C,,
40541,Mahmoud Abbas,Palestinian Territory,803433440,B,,
40547,Dana Bérová,Czech Republic,803438779,Stub,,
40581,Ruslan Gelayev,Chechen,803469952,B,,
40697,Pachacuti,Incan,803601556,C,,
40704,Head of the Republic of Dagestan,Dagestani,803611453,Start,,
40714,Taur Matan Ruak,East Timorese,803615826,C,,
40717,"Henry Loch, 1st Baron Loch",Cape Colony,803618569,C,,
40720,John Bredenkamp,Rhodesian,803620246,C,,
40752,Djóni í Geil,Faroese,803656387,Start,,
40755,František Palacký,Czech Republic,803658529,C,,
40761,Lúcia Lobato,East Timorese,803664269,Start,,
40772,Schafik Handal,Salvadoran,803674894,Start,,
40800,Miroslav Kostelka,Czech Republic,803709959,Stub,,
40820,John Compton,Saint Lucian,803737879,B,,
40911,Martin Barták,Czech Republic,803793256,Stub,,
40913,Karolína Peake,Czech Republic,803794383,Start,,
40921,Arnoldo José Avilés García,Hondura,803808871,Stub,,
40938,Robert Guéï,Ivorian,803820918,Start,,
40941,List of heads of state of Ivory Coast,Ivorian,803821448,C,,
40955,Coronado Chávez,Hondura,803835401,Stub,,
40957,Florencio Xatruch,Hondura,803835755,Start,,
40958,Ramón Villeda Morales,Hondura,803836305,Start,,
40959,Roberto Suazo Córdova,Hondura,803836472,Stub,,
40960,Rafael Leonardo Callejas Romero,Hondura,803836551,C,,
40961,Kim Un-yong,South Korean,803838269,Start,,
41031,Francis Dundas,Cape Colony,803908887,Start,,
41041,Kenny Anthony,Saint Lucian,803917686,C,,
41059,Ana Vilma de Escobar,Salvadoran,803927035,Start,,
41080,"Faisal bin Turki, Sultan of Muscat and Oman",Omani,803929525,Start,,
41110,Francis Wodié,Ivorian,803941004,C,,
41136,Francisco Xavier do Amaral,East Timorese,803969836,C,,
41168,Petr Ježek,Czech Republic,803983301,Start,,
41204,Frank Lui,Niuean,804027488,Start,,
41215,Frank Rhodes (British Army officer),Rhodesian,804040348,Start,,
41262,Yasser Arafat,Palestinian Territory,804075706,FA,,
41270,Denzil Douglas,Saint Kitts and Nevis,804081241,Start,,
41299,František Udržal,Czech Republic,804093764,Stub,,
41307,Ernest Lucas Guest,Rhodesian,804101492,FA,,
41319,List of vice-presidents of Ivory Coast,Ivorian,804108433,Stub,,
41342,Vicente Mejía Colindres,Hondura,804127803,Stub,,
41343,Miguel Paz Barahona,Hondura,804127877,Stub,,
41344,Rafael López Gutiérrez,Hondura,804128734,Stub,,
41346,Francisco Bertrand,Hondura,804129698,Stub,,
41347,Miguel R. Dávila,Hondura,804130200,Stub,,
41348,Manuel Bonilla,Hondura,804130440,Stub,,
41351,Terencio Sierra,Hondura,804131272,Stub,,
41352,Policarpo Bonilla,Hondura,804131604,Start,,
41354,Ponciano Leiva,Hondura,804131948,Stub,,
41356,Ahmad Shukeiri,Palestinian Territory,804132518,Start,,
41358,José María Medina,Hondura,804133123,Start,,
41359,José Santos Guardiola,Hondura,804133555,Start,,
41360,Juan Lindo,Salvadoran,804134156,Start,,
41363,José Lino Matute,Hondura,804138803,Stub,,
41364,José Santiago Bueso,Hondura,804139010,Stub,,
41365,Francisco de Aguilar (politician),Hondura,804139208,Stub,,
41366,José Francisco Montes,Hondura,804139258,Stub,,
41368,Victoriano Castellanos,Hondura,804139730,Stub,,
41369,Francisco Inestroza,Hondura,804139800,Stub,,
41370,Francisco Cruz Castro,Hondura,804139868,Stub,,
41371,Marcelino Mejía,Hondura,804140099,Stub,,
41372,Crescencio Gómez,Hondura,804140159,Stub,,
41373,Miguel Oquelí Bustillo,Hondura,804140314,Stub,,
41374,Francisco Bueso,Hondura,804140447,Stub,,
41379,Adan Ahmed Elmi,Somaliland,804143605,Stub,,
41400,Ralph Gonsalves,Saint Vincent and the Grenadines,804164057,C,,
41432,Joseph Kasa-Vubu,"Congo, Dem. Rep. of",804197745,GA,,
41500,Ben Viljoen,South African Republic,804250196,C,,
41534,President of Ichkeria,Chechen,804275742,Start,,
41536,Said-Khasanom Abumuslimov,Chechen,804276832,Stub,,
41537,Vakha Arsanov,Chechen,804276940,C,,
41538,Lowry Cole,Cape Colony,804277547,Start,,
41539,Shamil Basayev,Chechen,804277603,C,,
41540,Supyan Abdullayev,Chechen,804277842,Start,,
41547,Zelimkhan Yandarbiyev,Chechen,804279009,C,,
41548,Aslan Maskhadov,Chechen,804279119,C,,
41549,Abdul-Halim Sadulayev,Chechen,804279165,C,,
